name,Type,value,date
"Konstanz, Switzerland",Junkers JU86 Z-2,6,1939
"Barcelona, Spain",Junkers JU-52/3m,7,1939
"Rio de Janerio, Brazil",Sikorsky S43 (flying boat),14,1939
"Off Copenhagen, Denmark",Lockheed 10 Electra,5,1939
"Lahore, India",De Havilland D-84,2,1939
"Hannover, Germany",Junkers JU-52/3m,7,1939
North Sea,Douglas DC-3,1,1939
"Gosport, England",Airspeed Oxford,2,1939
South of Gibraltar,Junkers JU-52,10,1939
Off Malta-Luqa,Lockheed 14 Super Electra,5,1939
"Mogador, Morocco",Savoia-Marchetti SM83,7,1939
"Denpasar, Indonesia",Lockheed 14 Super Electra,8,1940
Gulf of Oman,Handley Page HP-42,8,1940
"Near Loch Lomond, Scotland",Lockheed 14 Super Electra,3,1940
"El Segundo, California",Douglas DC-3,5,1940
"Off Prangli Island, Gulf of Finland, Estonia",Junkers JU-52/3mge,9,1940
"Near Ouistreham, France",Dewoitine D-338,1,1940
Gulf of Tonkin,Dewoitine D-338,,1940
"Near Canberra, Australia",Lockheed Hudson A16-97,10,1940
"Cluj, Romania",Douglas DC-3,14,1940
"Near Lovettsville, Virginia",Douglas DC-3,25,1940
"Near Changyi, China",Douglas DC-2,9,1940
"Berlin, Germany",Douglas DC-3,2,1940
"Near Centerville, Utah",Douglas DC-3,10,1940
"Brauna, Germany",Junkers JU-90,29,1940
"Rio de Janeiro, Brazil",,18,1940
Mediterranean Sea,Farman F-224,6,1940
"Chicago, Illinois",Douglas DC-3A,10,1940
Off South Africa,Savoia-Marchetti SM-75,10,1941
"Near Nagy-Varad, Hungary",Junkers JU-52/3m,12,1941
"Near Kian, China",Ford 5-AT Tri-Motor,5,1941
"Near Robertson, Missouri",Douglas DC-3-3,2,1941
"Armstrong, ON, Canada",Lockheed 14-H2 Super Electra,12,1941
"Atlanta, Georgia",Douglas DC-3,9,1941
"Trontheim, Norway",Junkers JU-52/3m,3,1941
"Elands Bay, South Africa",Lockheed 18 Lodestar,10,1941
"Bucharest, Romania",Douglas DC-3,15,1941
Sea of Japan,Mitsubishi MC-20,18,1941
"Arran, Scotland",Consolidated LB-30A Liberator,22,1941
"Ayr, Scotland",Consolidated LB-30A Liberator,22,1941
"Near Sao Paulo, Brazil",Lockheed 18 LodeStar,8,1941
"Bollemont, France",Bloch 220,13,1941
"Campbeltown, Argyll, Scotland",Consolidated 32-2 Liberator I,10,1941
"San Juan, Puerto Rico",Sikorsky S-42B (flying boat),2,1941
,Junkers JU-53/3m,13,1941
"Near Moorhead, Minnesota",Douglas DC-3,14,1941
"St. Thomas, Ontario, Canada",Douglas DC-3,20,1941
"Miami, Florida",,3,1941
"Near Las Vegas, Nevada",Douglas DC-3,22,1942
"Manado, Indonesia",Lockheed Hudson,11,1942
"Near Samarinda, Borneo",Douglas DC-3,,1942
"Kupang, Timor",Grumman G-21 Goose,,1942
"Near Kupang, Timor",Short S-23 (flying boat),13,1942
,Douglas DC-2,,1942
"English Channel, near Plymouth, England",Consolidated Liberator,9,1942
"Off Belmont, Brisbane, Australia",deHavilland DH-86,9,1942
Indian Ocean,Short S-23 (flying boat),20,1942
"Off Broome, Australia",Consolidated B-24 Liberator,19,1942
"Wyndham, Australia",Douglas DC-3,8,1942
North Sea,Douglas DC-3,7,1943
"Kunming, China",Douglas DC-2-221,13,1942
"Pine Creek, Australia",Lockheed 14 Electra,12,1942
"Salt Lake City, Utah",Douglas DST-A-207A,17,1942
"Miles City, Montana",Douglas DC-3-A-269,3,1942
"Near Premier, West Virginia",Douglas C-49E,21,1942
"Off Broken Head, Australia",Lockheed Hudson,10,1942
"Llanfair, England",Lockheed Hudson,13,1942
"Algiers, Algeria",Liore et Olivier H-246 Air Boat,4,1942
,Siebel Si-204,4,1942
Trinidad,Lockheed 14 Electra,13,1942
"Invergordon, England",Short Sunderland,13,1942
"Near Dunbeath, Scotland",Short Sunderland (flying boat),13,1942
"Ameur el Ain, Algeria",Dewoitine D-342,25,1942
"Kunming, China",Douglas C-47,,1942
"Near Coamo, Puerto Rico",Douglas C-39-DO  (DC-2),22,1942
"Botwood, Newfoundland",Sirkorsky 44A (flying boat),11,1942
,Junkers JU-52/3m,17,1942
"Palm Springs, California",Douglas DC-3 / Boeing B-34,12,1942
Norway,Handley Page HP-57 Halifax,10,1942
"Fairfield, Utah",Douglas DC-3A,17,1942
"Wien, Vienna",Junkers JU-52/3m,2,1942
"River Tagus, Lisbon, Portugal",Short S-26 (flying boat),13,1943
"Near Paramarino, Dutch Guyana",Douglas C-54A,35,1943
"Off the Brazilian coast,  AtlantiOcean",Consolidated C-87,26,1943
"Ukiah, California",Martin M-130 (flying boat),19,1943
"Near Chaparra, Peru",Douglas DC-3A,14,1943
"Near Gander, Newfoundland",Consolidated 32-3 Liberator II,19,1943
"Seattle, Washington",Boeing XB-29,10,1943
"Lisbon, Portugal",Boeing B-314 (flying boat),25,1943
"Luishui, China",Douglas C-53,3,1943
"Himalaya, China",Douglas C-53,3,1943
"Archerfield Aerodrome, Queensland, Australia",Douglas C-47-DL,24,1943
"Off Port Moresby, New Guinea",Short S-23,13,1943
Off the coast of France,Douglas DC-3,17,1943
"Red Springs, North Carolina",Douglas C-47A-DL,20,1943
"Near Mackay, OLD, Australia",B-17C Flying Fortress,40,1943
"Khartoum, Sudan",Lockheed Hudson VI,17,1943
"Khartoum, Sudan",Lockheed Hudson VI,16,1943
Gibraltar,Consolidated Liberator B24 C,12,1943
"Brandon Head, Ireland",Short Sunderland 3 (flying boat),12,1943
"Trammel, Kentucky",Douglas DC-3,20,1943
"Ploesti, Romania",Consolidated B-24,10,1943
"Off Townsville, Australia",Douglas C-47-DL,27,1943
"Fort Hertz, China",Douglas C-53,3,1943
"Rio de Janeiro, Brazil",Junkers JU-52/3m,18,1943
"Off Galveston, Texas",Boeing B-17F / Boeing B-17F,22,1943
"Near Maxton, North Carolina",Douglas C-53D-DO,25,1943
"Near Calcutta, India",Douglas C-53,20,1943
"Near Centerville, Tennessee",Douglas DC3-G102,15,1943
"St. Donat, Quebec, Canada",Consolidated B-24,24,1943
"Hallo, Sweden",Douglas DC-3,13,1943
"Columbus, Georgia",Douglas C-47-DL,20,1943
"Poona, India",,1,1943
"Kunming, China",Douglas C-53,2,1943
"Kunming, China",Douglas C-47,3,1943
"Port Moresby, New Guinea",Lockheed L-18-56 Lodestar,15,1943
"Suifu, China",Douglas C-47,3,1943
"Canal Creek, Australia",Douglas C-47A-60-DL,31,1943
"Lakeside, Utah",Consolidated B-24 / Consolidated B-24,25,1943
"Belgrad, Yugoslavia",Junkers JU-52/3m,5,1944
"Memphis, Tennessee",Douglas DC-3,24,1944
China,Douglas C-47,2,1944
"Eubeoa, Greece",Junkers JU-52/3m,16,1944
New Guinea,Consolidated B-24 Liberator,21,1944
"Near Nome, Alaska",Pilgrim 100B,6,1944
"Belgrad, Yugoslavia",Junkers JU-52/3m,5,1944
"Frederikstad, Norway",Douglas DC-3,9,1944
"Montreal, Canada",Consolidated Liberator,16,1944
"Between Calcutta to Dinjan, China",Douglas C-47,12,1944
"Off Calcutta, India",Douglas DC-3,14,1944
"Carentan, France",Douglas C-47A-DL,22,1944
"Flamanville, France",Douglas C-47A,22,1944
"Barneville, France",Douglas C-47A,22,1944
"Kunming, China",Douglas C-47,6,1944
"Kweilin, China",Douglas C-47,2,1944
"Porto Alegre, Brazil",Lockheed 10C Electra,10,1944
North AtlantiOcean,Douglas C-54A-DO (DC-4),26,1944
"Port Logan, Scotland",Douglas C-47A-DK,22,1944
"Funafuti, Gilbert Islands, PacifiOcean",Consolidated Catalina PB2Y-3R,22,1944
"Naper, Nebraska",Douglas C-47A-DL,28,1944
"Off Antilla, Cuba",Sikorsky S-42 (flying boat),17,1944
"Blythburgh, England",Consolidated PB4Y-1,2,1944
"Freckelton, England",Consolidated B-24H,3,1944
"Preswick, Scotland",Douglas C-54A-DC (DC-4),20,1944
"Sao Paulo, Brazil",Lockheed 18 Lodestar,16,1944
"Belgrad, Yugoslavia",Junkers JU52/3m,5,1944
"Near Mossman, Queensland, Australia",C-47 Dakota DT-941,20,1944
Alaska,Douglas C-47A-90-DL,19,1944
"Rio Doce, Brazil",Lockheed 18 Lodestar,17,1944
"Near Dijon, France",Focke-Wulf FW 200,9,1944
Texas,Boeing TB-29A Super Fortress,12,1945
"Near Sadiya, India",Douglas C-47,3,1944
Bosnia,Junkers JU-52/3m,7,1944
"Sydney, Australia",Short S-23 (flying boat),1,1944
"Telemark, Norway",Junkers JU-52/3m,15,1944
Hungary,Junkers JU-52/3m,1,1944
"Birkenhead, England",Consolidated B24H,24,1944
"Hanford, California",Douglas DC-3,24,1944
"Seljord, Norway",,,1944
"Lewes, England",Douglas C-47A-DL,25,1944
"Tegucigalpa, Nicaragua",Ford 5-AT-B Tri-Motor,16,1944
Kenya,Lockheed 18 LodeStar,15,1944
"Malmo, Sweden",Focke-Wulf FW 200,10,1944
"Dinjan, China",Douglas C-47,3,1944
"Van Nuys, California",Douglas DC-3,9,1944
AtlantiOcean,Avro 683 Lancaster,5,1944
English Channel,UC-64A Noorduyn Norseman,3,1944
"Near Dinjan, India",Douglas C-47,4,1945
"Port of Spain, Trinidad",Martin M-130 (flying boat),23,1945
"Burbank, California",Douglas DC-3,24,1945
China,Douglas C-47,4,1945
"Near Kunming, China",Douglas C-47,3,1945
"Timor, Indonesia",Consolidated Liberator,11,1945
"Redesdale, Australia",Stinson Model A,10,1945
"Near Montieri, Italy",Douglas C-47-DL,23,1945
"Nunters Burgh, England",Douglas C-47 Dakota,23,1945
"Off Oakland, California",Douglas R4D-6,24,1945
"Lagoa Santa, Brazil",Lockheed 18 Loadstar,11,1945
"Casablanca, Morocco",Curtiss C-46A,13,1945
"Marion, Virginia",Douglas DC-3,17,1945
"Coral Sea, off Australia",Douglas C-47A-90-DL,24,1945
"Kunming, China",Douglas C-47,3,1945
"Morgantown, West Virginia",Douglas DC-3,20,1945
"Near Perth, Australia",Douglas DC-3,13,1945
,Junkers JU-53/3m,18,1945
"Sweetwater, Texas",Douglas C-47-DL,25,1945
"Munchen, Germany",Focke-Wulf FW 200,21,1945
"North Barrule, Isle of Man, England",B17G Flying Fortress,31,1945
Washington D.C.,Lockheed 18 Lodestar,6,1945
"Manus Island, New Guinea",Douglas C-54E-DO (DC-4),21,1945
"Hindhead, England",Curtiss-Wright C-46D-CU,30,1945
"Roye, France",Avro Lancaster,31,1945
"Netherlands, New Guinea",Douglas C-47B-DK,20,1945
"Off Drewin, Ivory Coast",Douglas C-47B-dK,21,1945
China,Douglas C-47,3,1945
"Gealdton, Australia",de Havilland DH-86A,2,1945
"Swanage, England",Consolidated LB-30A Liberator,27,1945
"Bangalore, India",,2,1945
North AtlantiOcean,Consolidated LB-30A Liberator,15,1945
"Near Kisumu, Kenya",Douglas C-47,28,1945
"Near Florence, South Carolina",Douglas DC-3-201C /  Army A-26,3,1945
"New York, New York",North American B-25D bomber,3,1945
"Near San Luis Potosi, Mexico",Boeing 247D,12,1945
"Fort de France, Martinique",Sikorsky S-43 (flying boat),4,1945
"Ixtaccihuati, Mexico",Douglas DC-2-243,16,1945
"Florence, South Carolina",Douglas DC-3,22,1945
"Near Milne Bay, New Guinea",Douglas C-47A,11,1945
"Near Kansas, Missouri",Douglas C-47B-DK,23,1945
"Puncak Jaya, Papua New Guinea",Douglas C-47B-5-DK,29,1945
"Near Chihkiang, China",Curtiss C-46D,20,1945
"Lakeland, Florida",Lockheed 18 Lodestar,2,1945
"Elvetham, England",Consolidated LB-40-A Liberator,23,1945
"Rennes, France",Short Stirling IV,26,1945
"Melsbroek, Belgium",Consolidated LB-30-A Liberator,31,1945
"Near Peking, China",Curtiss-Wright C-46F-CU,59,1945
"Timor Sea, AtlantiOcean",Douglas C-47B,25,1945
"Between Shanghi and Canton, China",Douglas C-47,31,1945
"Near Chiringa, India",Douglas C-47B,14,1945
"Tarapoto, Peru",Faucett F-19,5,1945
"Chihchiang, China",Curtiss-Wright C-46A-CK,45,1945
"Herrenalb, Germany",Douglas C-47A-DK,26,1945
"Near Chuka, India",Douglas C-54G,44,1945
"Off Corpus Christi, Texas",Martin PBM-3S  / Martin PBM-5,22,1945
"Near Boccadi, Italy",Douglas C-47A-DL,24,1945
"Near Picinisco, Italy",Boeing B-17G,20,1945
"Near Castel, Libya",Short Stirling,29,1945
Himalayas,Douglas C-54,44,1945
"New Britain Island, New Guinea",Douglas C-47 Dakota-DK,28,1945
"White's Farm, England",Consolidated LB-30A Liberator,27,1945
"Near Rochefort , France",Consolidated LB-30A Liberator,28,1945
Off the Florida coast,Five Grumman TBM Avengers,14,1945
"Near Billings, Montana",Douglas C-47,17,1945
"Voksenkollen, Norway",Douglas C-47B,15,1945
"Bangui, French Equatorial Africa",Lockheed 18 Lodestar,8,1945
"New York City, New York",Douglas DC-3,1,1945
"Birmingham, Alabama",Douglas DC-3,3,1946
"Changchun, China",Douglas C-47,18,1946
"Marseilles, France",Douglas C-47 Dakota,23,1946
"Cheshire, Connecticut",Douglas DC-3-201E,17,1946
"Crowsnest Pass, Alberta, Canada",Douglas DC-3 Dakota,7,1946
"Near Le Mans, France",Douglas C-47B,11,1946
"Mt. Elk, Wyoming",Douglas DC-3-194H,21,1946
"Negros, Philippines",Douglas C-47,20,1946
"Charlottetown, PE, Canada",Consolidated 32-2 Liberator II,1,1946
"Live Oak Springs, California",Douglas DC-3-227B,27,1946
"Near Prague, Czechoslovakia",Junkers JU-52/3m,10,1946
"Off Hobart, Tasmania",Douglas DC-3 (C-47DL),25,1946
"Near Nanking, China",,20,1946
"Between Chungking and Shanghai, China",,,1946
"Hobart Mills, California",Douglas C-47B,26,1946
"Ceylon, Cocos Islands, Indian Ocean",Avro 691 Lancastrian 1,10,1946
"Rabat, Malta",Vickers Wellington bomber,4,1946
"Near Shensi, China",,14,1946
"Liberiad, Nicaragua",,19,1946
"Pindi-Khut ,India",Douglas C-47A,12,1946
"Munson, Florida",PBY4-2 Privateer / PB4Y-2 Privateer,28,1946
"Richmond, Virginia",Douglas DC-3,27,1946
"Oslo, Norway",Junkers JU-52/3m,13,1946
"Off Amalfi, Italy",Douglas C-54-DO (DC-4),30,1946
"Near Abeokuta, Nigeria",Douglas C-47 Dakota,18,1946
"Taboga Island, Panama",Douglas C-54D-DC (DC-4),23,1946
Off Malaya,Douglas C-47B,18,1946
"Pau, France",Junkers Ju-52/3m,2,1946
"Holyoke, Massachusetts",Boeing B17G,25,1946
"Reading, Pennsylvania",Lockheed L-049 Constellation,5,1946
"Tsinan, China",Curtiss C-46,13,1946
"Cuenca, Ecuador",Curtiss C-46D-10-CU,30,1946
"Goodland, Kansas",Douglas C-47,13,1946
Off the Panama coast,Boeing B-17G / Boeing B-17G,20,1946
"Bassein, Burma",Douglas C-47 Dakota,22,1946
"Oslo, Norway",Douglas C-47A-10-DK,3,1946
"Lakehurst, New Jersey",Lockheed 18-56 Lodestar,4,1946
"Malta-Luqa, Malta",Douglas C-47A,1,1946
"Rouen, France",Avro 691 Lancastrian 1,8,1946
"Moline, Illinois",Douglas C-47-DL,2,1946
"Cairo, Egypt",Avro Anson,6,1946
"Holtug, Denmark",Douglas DC-3 (C-53D-DO),22,1946
"Le Bourget, France",Douglas DC-3,20,1946
"Elko, Nevada",Douglas DC-3 (C-47-A5-DL),21,1946
"Bathurst, Gambia",Avro 685 York I,24,1946
"Nome, Alaska",Douglas C-47A,4,1946
"Estevan, Saskatchewan, Canada",Douglas C-47A Dakota,21,1946
"Brussels, Belgium",Douglas C-47-DL,1,1946
"Puesto Araujo, Colombia",Douglas DC-3 ( C-47-DO),17,1947
"Near Gander, Newfoundland",Douglas DC-4-1009,27,1946
"Near Tripoli, Libya",Avro Lancaster,25,1946
"Lochi Mountain, China",,31,1946
Near Hong Kong International Airport,Douglas C-47B-25-DK,19,1946
"Rio Doce, Brazil",Douglas DC-3A-228D,25,1946
"Stephenville, Newfoundland",Douglas C-54E-5-DO,39,1946
"Off Penang, Malaya",Avro 685 York 1,21,1946
"Apeldoorn, The Netherlands",Fairey Firefly MK1,1,1946
"Cheyenne, Wyoming",Douglas DC-4,2,1946
"Near Sefrou, Morocco",Junkers Ju-52/3m,16,1946
"Laramie, Wyoming",Douglas DC-3,13,1946
"Near Chitral, India",Douglas C-47B,11,1946
"Gebel Kalamoun, Egypt",Junkers JU-52/3m,1,1946
"St Leger-la-Montagne, France",AAC-1 Toucan,23,1946
"Cleveland, Ohio",Douglas DC-3 (C-53D-DO),2,1946
"Lebec, California",Douglas C-53D-DO (DC-3),11,1946
"Near Cofre de Perote, Mexico",Douglas DC-3,15,1946
"Amsterdam, Netherlands",Douglas C-47A-90 DL (DC-3),26,1946
North PacifiOcean,Douglas C-47,23,1946
"San Jose, Costa Rica",Douglas DC-3 (C-47A-90-DL),22,1946
"El Palomar, Argentina",Vickers 620 Viking 1,5,1946
"Meshed, Iran",Lisunov Li-2,24,1946
"Toledo, Washington",Curtiss-Wright R5C-1,32,1946
"Near Osaka, Japan",Curtiss-Wright C-46F-CU,24,1946
"Mt. Banahaur, Philippines",Douglas DC-3 (C-47-B-1-DK),12,1946
"Caribbean, AtlantiOcean",Douglas C-47A,7,1946
"Near Rio de Janeiro, Brazil",Avro  685 York I,21,1946
"Near San Diego, California",Douglas DC-3 ( C-53D-DO),12,1946
"Lunghwa, Shanghai, China","Curtiss C-46, C-47, DC-3",87,1946
"Michigan City, Indiana",Douglas DC-3 (C-50A-DO),2,1946
"Walshville, Illinois",Douglas C-47A,2,1946
"Near Shannon, Ireland",Lockheed 049 Consellation,13,1946
"Sao Paulo, Brazil",Sikorsky S-43B (flying boat),11,1947
"Carmel, New Jersey",Douglas DC-3,3,1947
"Tsingtao, China",Douglas DC-4,38,1947
"Off Laoag, China",Douglas DC-4 (C-54A-DO),7,1947
"Near Lympne, England",Douglas C-47A-1-DK,8,1947
"Near Galax, Virginia",Douglas DC-3,18,1947
"Near Puebla, Mexico",Lockheed C-60 Lodestar,21,1947
"Chongqing, China",Douglas DC-3,19,1947
"Croydon, Surrey, England",Douglas C-47 / Douglas DC-3,12,1947
Hong Kong,Douglas C-47A,4,1947
"Copenhagen, Denmark",Douglas C- C47A-30DK,22,1947
"Near Hankow, China",Curtiss C-46,25,1947
"Near Lisbon, Portugal",Douglas DC-3C,15,1947
"Harrington, Delaware",Douglas DC-3,1,1947
"Pedro Bernardo, Spain",Douglas C-54B-15-DO,12,1947
"Denver, Colorado",Curtiss C-46E,2,1947
"Off Terracina, Italy",Savoia-Marchetti SM-95,16,1947
"Near Bogota, Colombia",Douglas DC-4,53,1947
"Chungking, China",Douglas C-47,21,1947
"China Sea, PacifiOcean",Douglas C-47B,12,1947
"Cordillera, Colombia",Douglas C-47-DL,9,1947
"L'isola di Ischia, Italy",Douglas C-47B,13,1947
"Mt. Moucherolles, France",Douglas DC-3 (C-47A-90-DL),23,1947
"Near Medellin, Colombia",Lockheed 18 Lodestar,8,1947
"Negombo, Sri Lanka",Avro York C1,11,1947
"Near Caracas, Venezuela",Douglas C-47A,27,1947
"Off Dakar, Senegal",Avro 685 York I,6,1947
"Columbus, Georgia",Douglas DC-3 (C-47DL) /Vultee BT-13,10,1947
"Near Cuzco, Peru",Douglas C-47,22,1949
"Near Vancouver, British Columbia, Canada",Lockheed 18 Loadstar,15,1947
"Delaware Bay, New Jersey",Lockheed L-049 Constellation,4,1947
"Hjedinsfjordur, Iceland",Douglas DC-3,25,1947
"Atsugi, Japan",Douglas C-54D-DC (DC-4),40,1947
"La Guardia Airport, Queens, New York",Douglas C-54B,43,1947
"Port Deposit, Maryland",Douglas C-54B-15-DO,53,1947
"Near Gemenos, France",Junkers Ju-52,2,1947
"Natal, Argentina",Avro Lancaster,5,1947
"Leesburg, Virginia",Douglas DC-4 (C-54-DO),50,1947
"Al Mayadin, Syria",Lockheed 049-46-21 Constellation,14,1947
"Near Eaeka, French Cameroons",Junkers JU-52/3m,13,1947
"Melbourne, Florida",Douglas DC-3,14,1947
"Vichy ,France",Junkers Ju-52/3m,1,1947
"Az-Zubair, Iran",Avro 685 York,6,1947
"Moron, Argentina",Avro 685 York I,2,1947
"Near Yumen, China",Douglas C-47,26,1947
"Andes, Argentina",Avro 691 Lancastrian 3,11,1947
North PacifiOcean,Consolidated PBY-5A Catalina,20,1947
"New York, New York",Douglas DC-3C,3,1947
"Malmo, Sweden",Douglas DC-3F,1,1947
"Bucharest, Romania",Lisunov Li-2,3,1947
"Hanksville, Utah",Curtiss C-46E,3,1947
"Bahrain, Persian Gulf",Short Sandringham 5 (flying boat),10,1947
"Harsiad, Norway",Short Sandringham (flying boat),35,1947
"Near El Paso, Texas",Douglas DC-4,0,1947
"Sylva, North Carolina",Douglas DC-3,3,1947
"Off Cartegena, Spain",Bristol 170 Freighter I,41,1947
"Bryce Canyon, Utah",Douglas DC-6,53,1947
"Annette Island, Alaska",Douglas DC-4A,18,1947
"Near Mt. Hymettus, Greece",Douglas DC-4-1009,44,1947
"Srinagar, India",Douglas C-47B,25,1947
"Off Barrio Rizal, Philippines",Douglas DC-3,5,1947
"Gallup, New Mexico",Douglas DC-6,0,1947
"Near Bouchox, France",Junkers Ju-52/3m,2,1947
"Ravello, Italy",Bristol 170 Freighter XI,20,1947
"Newcastle, Delaware",Lockheed L-049-46-26 Constellation,5,1947
"Phouznicie, Romania",Lisunov Li-2,13,1947
"Yakutat, Alaska",Douglas DC-3,13,1947
"Montenegrin Mountains, Yugoslavia",Douglas DC-3,22,1947
,Douglas DC-3,2,1947
"Near Trappa, Italy",Douglas C-47B,20,1947
"Seattle, Washington",Douglas C-54A,8,1947
"Near Goose Bay, Labrador",Douglas C-54D-DC (DC-4),23,1947
"Near Memphis, Tennessee",Douglas C-47-DK,20,1947
"Kunming, China",Short  S-29 Stirling V,25,1947
"Korangi Creek, India",Douglas DC-3 (C-47),23,1947
"Leon, Mexico",Douglas DC-2-172,5,1947
"Paris, France",Douglas DC-3D,16,1948
"Ruislip, England",Vickers 610 Viking 1B,1,1948
"Near Savannah, Georgia",Douglas DC-3,18,1948
"Near Palestro, Algeria",Douglas DC-3,9,1948
"Ciudad Havajillo, Dominican Republic",Douglas DC-3,31,1948
"Oxon Hill, Maryland",Douglas DC-3-201F,5,1948
"Near Mukden, China",Curtiss C-46,3,1948
"Salalah, Oman",Douglas C-47B,12,1949
"Diablo Mts., California",Douglas DC-3 (C-47B-DK),32,1948
"AtlantiOcean, NE of Bermuda",Avro 688 Tudor I,31,1948
"Off Jacksonville, Florida",Lockheed L-649 Constellation,1,1948
"Ubrichstein, Germany",Douglas DC-3,12,1948
"Collesalvetti,  Italy",Douglas C-47-DL,7,1948
"Off St. Marcouf, France",Latecoere 631,14,1948
"Davao, Philippines",Douglas DC-3,12,1948
"Columbus, Ohio",Douglas C-47A,2,1948
"Near Belem, Brazil",Douglas C-47,23,1948
"Off Perpignan, France",Junkers Ju-52/3m,4,1948
"Heathrow Airport, London, England",Douglas DC-3,20,1948
"Near Skalafell, Iceland",Avro Anson,5,1948
"Chicago, Illinois",Douglas DC-4,12,1948
"Mt. Sanford, Alaska",Douglas DC-4 (C-54G-1-DO),30,1948
"Sierra Cristais, Brazil",Douglas DC-3,6,1948
"Villa Pinzon, Colombia",Douglas DC-3 (C47-DL),14,1948
"Monte Cardo, Corsica, France",Vickers 604 Viking 1B,19,1948
"Near Berlin, Germany",Vickers Viking 1B & Soviet YAK-3 fighter,15,1948
"Shannon, Ireland",Lockheed L-049-46 Constellation,30,1948
"Near Bogota, Colombia",Douglas C-47,32,1949
"Near Magazini, Belgian Congo (Zaire)",Douglas DC-4-1009,31,1948
"Mount Coron, France",de Havilland Dove 1,10,1948
"Vrede, South Africa",Douglas DC-3-455,13,1948
"Columbus, Ohio",Curtiss C-46E,2,1948
"Near Bovingdon, England",Douglas C-47A,3,1948
"Albacete, Spain",Handley Page Halifax C-8,4,1948
Ile of Man,de Havilland DH-89A Dragon Rapide,6,1948
"Mount Carmel, Pennsylvania",Douglas DC-6,43,1948
"Maiquetia, Venezuela",Douglas DC-3,1,1948
"Keerbergen, Belgium",Fiat G.212CP,8,1948
"Northolt, Middlesex, England",Douglas DC-6 / RAF York MW248,32,1948
